1,a,69.39,s1,41.82
2,a,77.58,s1,10.00
3,a,70.91,s1,10.00
4,a,74.55,s1,10.00
5,a,70.00,s1,10.00
6,a,72.42,s1,10.00
7,a,68.18,s1,10.00
8,a,69.39,s1,10.00
9,a,72.42,s1,10.00
10,a,68.79,s1,10.00
11,a,69.39,s1,10.00
12,a,72.12,s1,10.00
13,a,73.94,s1,10.00
14,a,66.97,s1,10.00
15,a,70.91,s1,10.00
16,a,70.61,s1,10.00
17,a,68.79,s1,10.00
18,a,70.30,s1,10.00
19,a,73.94,s1,10.00
20,a,75.45,s1,10.00
1,a,66.97,s1,45.45
2,a,67.27,s1,10.00
3,a,75.15,s1,10.00
4,a,70.61,s1,10.00
5,a,73.94,s1,10.00
6,a,73.33,s1,10.00
7,a,72.12,s1,10.00
8,a,80.61,s1,10.00
9,a,70.91,s1,10.00
10,a,70.00,s1,10.00
11,a,77.58,s1,10.00
12,a,74.85,s1,10.00
13,a,72.73,s1,10.00
14,a,73.64,s1,10.00
15,a,74.24,s1,10.00
16,a,67.88,s1,10.00
17,a,68.18,s1,10.00
18,a,74.24,s1,10.00
19,a,70.91,s1,10.00
20,a,75.76,s1,10.00
