1,a,0.76,seen set,0.66
2,a,0.79,seen set,0.76
3,a,0.75,seen set,0.79
4,a,0.77,seen set,0.85
5,a,0.73,seen set,0.80
6,a,0.79,seen set,0.86
7,a,0.80,seen set,0.83
8,a,0.80,seen set,0.81
9,a,0.78,seen set,0.85
10,a,0.79,seen set,0.87
11,a,0.81,seen set,0.83
12,a,0.79,seen set,0.81
13,a,0.80,seen set,0.86
14,a,0.75,seen set,0.85
15,a,0.79,seen set,0.89
16,a,0.80,seen set,0.86
17,a,0.81,seen set,0.89
18,a,0.79,seen set,0.87
19,a,0.83,seen set,0.88
20,a,0.81,seen set,0.89
